,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
Fndc3a,0.029844997,0.099264342,0.174,0.141,1,,,,,
Ssr3,0.029853561,0.06667547,0.084,0.061,1,,,,,
5330432J10Rik,0.029905399,-0.147717016,0.067,0.088,1,,,,,
Pik3ca,0.029933559,0.011947877,0.189,0.149,1,,,,,
Msi2,0.029984789,-0.079294489,0.875,0.913,1,,,,,
Ralgapa1,0.029985402,0.087196122,0.465,0.396,1,,,,,
Blzf1,0.030029806,0.063999705,0.072,0.05,1,,,,,
Frg1,0.030063055,0.061031953,0.104,0.077,1,,,,,
Gm2a,0.030106236,0.092745154,0.04,0.025,1,,,,,
Ncoa1,0.030119938,0.070793159,0.649,0.57,1,,,,,
Gm30731,0.030194487,0.039251768,0.024,0.012,1,,,,,
Prrc2c,0.030257375,0.128672705,0.45,0.395,1,,,,,
Exoc5,0.030286155,0.077712501,0.196,0.158,1,,,,,
Fat3,0.030308731,0.158065288,0.437,0.397,1,,,,,
Slc25a3,0.030328361,0.07218597,0.497,0.435,1,,,,,
Mgat3,0.030335005,0.118703121,0.058,0.04,1,,,,,
Cyp27a1,0.030340086,0.086757825,0.049,0.032,1,,,,,
Egr1,0.030366634,-0.105495457,0.028,0.043,1,,,,,
Pcp4l1,0.030405339,0.056854352,0.022,0.011,1,,,,,
Txnip,0.03041461,0.119838971,0.04,0.025,1,,,,,
Myo1b,0.030422137,0.082322768,0.042,0.026,1,,,,,
Ube2cbp,0.030424482,0.072341989,0.034,0.02,1,,,,,
Zbtb1,0.030426648,0.047451899,0.072,0.05,1,,,,,
Galk1,0.030487798,0.065178859,0.03,0.017,1,,,,,
Pcnx2,0.030495002,-0.120595948,0.019,0.031,1,,,,,
Eaf2,0.030501711,0.111403111,0.13,0.101,1,,,,,
A930004J17Rik,0.030636521,0.0624914,0.049,0.032,1,,,,,
Afdn,0.03063877,0.155194963,0.283,0.242,1,,,,,
Gabrg3,0.030650104,0.228849975,0.218,0.18,1,,,,,
Ccdc39,0.030678689,0.101508667,0.05,0.033,1,,,,,
Gm29260,0.030775513,0.028756841,0.066,0.046,1,,,,,
Fancc,0.030779781,0.039079908,0.078,0.056,1,,,,,
Brd2,0.030799303,0.082257692,0.097,0.072,1,,,,,
Zranb1,0.030896237,0.111663818,0.224,0.183,1,,,,,
Gm37255,0.030897819,0.062254604,0.012,0.004,1,,,,,
Gm17753,0.030951563,0.070519106,0.021,0.01,1,,,,,
Gfod2,0.030968808,0.041170975,0.076,0.054,1,,,,,
Gm21926,0.031010927,0.081308069,0.046,0.03,1,,,,,
Jmjd1c,0.031051291,0.090704859,0.491,0.433,1,,,,,
Snhg1,0.031083761,0.087948715,0.036,0.022,1,,,,,
Arhgef12,0.031095344,-0.102035363,0.608,0.621,1,,,,,
Gm15243,0.031136626,0.04906049,0.012,0.004,1,,,,,
Mrps21,0.031168991,0.092397105,0.094,0.07,1,,,,,
Cdk9,0.031173538,0.069179437,0.074,0.052,1,,,,,
5830448L01Rik,0.031181315,0.044867814,0.035,0.021,1,,,,,
Rps7,0.031184133,-0.182057673,0.126,0.152,1,,,,,
Fbln2,0.031195841,0.105967676,0.02,0.01,1,,,,,
Asf1a,0.03122297,0.079903577,0.048,0.031,1,,,,,
Anxa10,0.031316768,0.037070087,0.012,0.004,1,,,,,
Kantr,0.031335466,0.065685096,0.156,0.122,1,,,,,
Adap2os,0.031396615,0.088062451,0.02,0.01,1,,,,,
Tmed3,0.031415114,0.044520609,0.039,0.023,1,,,,,
Sp100,0.031425283,0.054556909,0.012,0.004,1,,,,,
Iqgap2,0.031430193,0.093094735,0.027,0.015,1,,,,,
Mindy2,0.031448958,-0.183830048,0.125,0.15,1,,,,,
Ctsk,0.031473615,0.055474731,0.012,0.004,1,,,,,
Gm19935,0.031473615,0.038298405,0.012,0.004,1,,,,,
Disp1,0.031493299,0.037577632,0.069,0.048,1,,,,,
Gpatch2,0.031518765,0.100492278,0.215,0.177,1,,,,,
Gm40123,0.031543327,0.052738231,0.02,0.01,1,,,,,
Klhl11,0.031547819,0.043113535,0.03,0.017,1,,,,,
1700126G02Rik,0.031551262,0.056237752,0.033,0.019,1,,,,,
AI182371,0.031570471,0.035495109,0.012,0.004,1,,,,,
Pdcd10,0.031571936,0.058036617,0.145,0.113,1,,,,,
Vps26a,0.031595889,0.042886702,0.086,0.063,1,,,,,
Atl1,0.031599545,-0.136096359,0.101,0.127,1,,,,,
Kirrel2,0.031602963,0.080412035,0.058,0.039,1,,,,,
Lsm14a,0.031620296,0.099142781,0.125,0.097,1,,,,,
Vps9d1,0.031628533,0.054094344,0.078,0.056,1,,,,,
Rbm5,0.031641245,0.092373244,0.417,0.359,1,,,,,
Gm42782,0.031675504,-0.046977129,0.001,0.006,1,,,,,
Gm56246,0.031675504,-0.032760876,0.001,0.006,1,,,,,
Smc1b,0.031675504,-0.050807529,0.001,0.006,1,,,,,
Gm45203,0.031710915,0.039123257,0.021,0.01,1,,,,,
Dcaf12l1,0.031720828,-0.106782709,0.015,0.027,1,,,,,
Abhd15,0.031742048,0.071680356,0.019,0.009,1,,,,,
Rufy3,0.031749023,0.095731631,0.265,0.219,1,,,,,
Gm45704,0.031754781,-0.033936591,0.001,0.006,1,,,,,
Gm49870,0.031754781,-0.033452737,0.001,0.006,1,,,,,
Gm30624,0.031755257,0.11549105,0.02,0.01,1,,,,,
Gm37510,0.031788553,-0.101246028,0.017,0.029,1,,,,,
Fndc1,0.031806543,0.128365962,0.016,0.007,1,,,,,
Lyrm2,0.03185586,0.059136995,0.042,0.026,1,,,,,
Mycbp2,0.031890165,0.095689296,0.557,0.489,1,,,,,
Plet1,0.031913846,-0.035260847,0.001,0.006,1,,,,,
Gm16141,0.031913846,-0.031179702,0.001,0.006,1,,,,,
Nisch,0.031923633,0.08003657,0.364,0.311,1,,,,,
Dag1,0.031930417,0.053737354,0.157,0.123,1,,,,,
Cpxm1,0.03193125,0.060796746,0.02,0.01,1,,,,,
C130023A14Rik,0.031955451,0.07990559,0.128,0.098,1,,,,,
Memo1,0.031971899,0.083813549,0.209,0.17,1,,,,,
Nt5dc1,0.031992579,0.102200762,0.156,0.124,1,,,,,
5930430L01Rik,0.03199405,0.093062929,0.109,0.083,1,,,,,
Nupr1,0.032103976,0.133010132,0.094,0.07,1,,,,,
Lgals3bp,0.032111584,0.057317831,0.013,0.005,1,,,,,
Mnat1,0.032134281,0.100874679,0.162,0.13,1,,,,,
ENSMUSG00000121255,0.032146639,0.071293518,0.019,0.009,1,,,,,
Tenm1,0.032170549,-0.15178442,0.051,0.07,1,,,,,
Zup1,0.032189427,0.081568812,0.198,0.16,1,,,,,
Gm12903,0.032193852,-0.024243882,0.001,0.006,1,,,,,
Gm26691,0.032219734,0.104340024,0.103,0.078,1,,,,,
Isg15,0.032221642,0.07955783,0.008,0.002,1,,,,,
Rxfp1,0.032234025,-0.023368815,0.001,0.006,1,,,,,
Ptges2,0.032238818,0.065467441,0.037,0.023,1,,,,,
Cfap43,0.032391112,0.049929189,0.013,0.005,1,,,,,
Crnkl1,0.032392618,0.057713771,0.049,0.032,1,,,,,
D6Ertd474e,0.03243601,0.047627931,0.02,0.01,1,,,,,
Bdkrb2,0.032448042,0.046932347,0.008,0.002,1,,,,,
Gm44691,0.032480496,0.044662594,0.008,0.002,1,,,,,
Prcc,0.032501636,-0.128072612,0.042,0.06,1,,,,,
Ppox,0.032504801,0.10745419,0.046,0.03,1,,,,,
Rpsa,0.032505633,-0.126828141,0.145,0.171,1,,,,,
Cenpq,0.032511335,0.052970247,0.017,0.008,1,,,,,
9330117O12Rik,0.032512978,0.048774888,0.008,0.002,1,,,,,
Taf1c,0.032515794,0.075901391,0.027,0.015,1,,,,,
Hadha,0.032538814,0.125821958,0.213,0.176,1,,,,,
Gm15581,0.032545487,0.033337815,0.008,0.002,1,,,,,
Angptl6,0.032545487,0.041320989,0.008,0.002,1,,,,,
1700063J08Rik,0.032545487,0.031084962,0.008,0.002,1,,,,,
Cib2,0.032567984,0.034754904,0.02,0.01,1,,,,,
Chst3,0.032578025,0.03466755,0.008,0.002,1,,,,,
2510017J16Rik,0.032594825,0.053314128,0.019,0.009,1,,,,,
Gm26983,0.03261059,0.027194139,0.008,0.002,1,,,,,
Gm42923,0.03261059,0.036881032,0.008,0.002,1,,,,,
Postn,0.03261059,0.046757561,0.008,0.002,1,,,,,
Ostf1,0.032617562,0.087136692,0.05,0.033,1,,,,,
1700030K09Rik,0.032621895,0.063904654,0.064,0.044,1,,,,,
Abcb7,0.03268705,0.054251913,0.113,0.085,1,,,,,
Plaat1,0.032712779,-0.048508191,0.003,0.01,1,,,,,
Gm17108,0.032719859,0.054674771,0.013,0.005,1,,,,,
Gm18856,0.032741129,0.025001655,0.008,0.002,1,,,,,
Mxd4,0.032754387,0.06264015,0.125,0.097,1,,,,,
Kif26b,0.032790676,0.055392868,0.013,0.005,1,,,,,
Mast3,0.032801797,0.148795935,0.098,0.074,1,,,,,
Chchd3,0.03287381,0.059182985,0.368,0.31,1,,,,,
Vash1,0.03291188,-0.083977522,0.017,0.03,1,,,,,
Rxylt1,0.032926356,0.054853228,0.112,0.085,1,,,,,
Zfp35,0.032949303,0.046663691,0.019,0.009,1,,,,,
Srsf5,0.032997659,0.067453419,0.423,0.362,1,,,,,
Dennd2a,0.033027795,0.067580591,0.143,0.112,1,,,,,
Exoc2,0.03304421,0.101386318,0.159,0.127,1,,,,,
Tra2b,0.033057215,0.115335976,0.211,0.174,1,,,,,
Trim30d,0.03306468,0.047873069,0.017,0.008,1,,,,,
Fam241b,0.033074635,-0.115056105,0.015,0.026,1,,,,,
Zfp280d,0.033088485,0.091996879,0.322,0.274,1,,,,,
Snx19,0.033114222,0.040193728,0.078,0.056,1,,,,,
Gm37534,0.033121595,0.053726942,0.016,0.007,1,,,,,
AU040320,0.033181268,0.05124354,0.182,0.145,1,,,,,
ENSMUSG00000120100,0.033216575,0.05834791,0.027,0.015,1,,,,,
mt-Nd5,0.033240035,0.094483209,0.096,0.071,1,,,,,
Chkb,0.033262643,0.087296725,0.039,0.024,1,,,,,
Chst11,0.033274902,-0.194902846,0.221,0.243,1,,,,,
Marveld1,0.033282035,0.051371055,0.017,0.008,1,,,,,
Gm7452,0.033294622,0.046533705,0.016,0.007,1,,,,,
Lrp11,0.033301929,0.073031374,0.053,0.036,1,,,,,
Casp12,0.033316305,0.077566039,0.016,0.007,1,,,,,
ENSMUSG00000121198,0.033338,0.058302567,0.016,0.007,1,,,,,
Rcan1,0.033375488,0.078061895,0.057,0.038,1,,,,,
ENSMUSG00000121393,0.033396376,0.061936781,0.017,0.008,1,,,,,
Mfsd6,0.033410218,0.070133311,0.05,0.033,1,,,,,
Ppp1r3c,0.033420105,0.050378624,0.166,0.13,1,,,,,
Pbld2,0.033450558,0.057517898,0.015,0.006,1,,,,,
Eef1a1,0.033530551,0.094389711,0.356,0.303,1,,,,,
E330020D12Rik,0.033541916,0.042952109,0.015,0.006,1,,,,,
Mak,0.033541916,0.043948908,0.015,0.006,1,,,,,
Lrig3,0.033552662,0.041535041,0.033,0.019,1,,,,,
Rimoc1,0.033594063,0.0588208,0.127,0.098,1,,,,,
Gm5113,0.033647013,0.050180756,0.017,0.008,1,,,,,
Cab39l,0.033699997,0.100364226,0.119,0.092,1,,,,,
Vti1a,0.0337278,0.120549487,0.428,0.374,1,,,,,
Hnrnph3,0.033736262,0.042075719,0.286,0.239,1,,,,,
Tmem135,0.033746347,0.065804232,0.272,0.226,1,,,,,
Trib1,0.033748546,0.051106938,0.027,0.015,1,,,,,
Gm42693,0.03379639,0.045107888,0.016,0.007,1,,,,,
Mill2,0.033802718,0.023120264,0.042,0.026,1,,,,,
Gm49785,0.033857105,0.043234847,0.017,0.008,1,,,,,
Osgepl1,0.03386699,0.069181856,0.039,0.024,1,,,,,
Adi1,0.033906322,0.044385888,0.016,0.007,1,,,,,
Gm49759,0.03392035,0.041364424,0.017,0.008,1,,,,,
Ccar2,0.033948275,0.08437061,0.039,0.024,1,,,,,
Pkd1l3,0.033963855,-0.086158623,0.015,0.026,1,,,,,
Macrod2,0.033995355,0.328427637,0.618,0.583,1,,,,,
Traf2,0.034001918,0.031694527,0.015,0.006,1,,,,,
Ubxn2b,0.034058735,0.069763189,0.07,0.05,1,,,,,
Senp7,0.034124364,0.114056237,0.283,0.238,1,,,,,
Lnx2,0.034149248,0.035630731,0.016,0.007,1,,,,,
Itprid2,0.034152914,0.129974705,0.161,0.13,1,,,,,
AU041133,0.034211771,0.090039019,0.055,0.037,1,,,,,
Ndufa13,0.034233422,0.106992852,0.171,0.137,1,,,,,
Scrn3,0.034270656,0.068061478,0.057,0.038,1,,,,,
Ccdc189,0.034328621,-0.073271078,0.01,0.02,1,,,,,
Cacna1h,0.034373792,0.031503438,0.015,0.006,1,,,,,
Slc7a4,0.034374927,-0.082063532,0.015,0.027,1,,,,,
Gm42991,0.034385648,0.043260277,0.031,0.018,1,,,,,
Zfp944,0.034414377,0.092468887,0.062,0.043,1,,,,,
Lrba,0.03442459,0.028485568,0.38,0.322,1,,,,,
Zrsr1,0.034480559,0.066404682,0.057,0.038,1,,,,,
Lmod1,0.034523604,-0.083552975,0.017,0.03,1,,,,,
Mdh2,0.034685568,-0.161727041,0.141,0.167,1,,,,,
Kmt2a,0.034721073,0.093254169,0.353,0.302,1,,,,,
Atcay,0.034761468,-0.089673991,0.033,0.049,1,,,,,
Gars,0.034766896,-0.151363227,0.049,0.067,1,,,,,
Atg12,0.034768771,0.094012454,0.081,0.059,1,,,,,
Vtn,0.034790676,0.107332656,0.067,0.048,1,,,,,
Cryzl1,0.034874221,0.067565912,0.053,0.036,1,,,,,
Als2,0.034952557,0.06292322,0.074,0.053,1,,,,,
Gm15617,0.035053949,0.074492958,0.03,0.017,1,,,,,
Sec24d,0.035084868,0.052437471,0.048,0.031,1,,,,,
Myom1,0.035084871,-0.074489351,0.012,0.023,1,,,,,
Clock,0.035089212,0.073688714,0.152,0.12,1,,,,,
L3mbtl4,0.035099954,-0.076682587,0.013,0.024,1,,,,,
Ppp2r5b,0.03511823,-0.097412139,0.032,0.048,1,,,,,
Gm16150,0.035136921,0.022986386,0.004,0,1,,,,,
Il1r2,0.035136921,0.024273113,0.004,0,1,,,,,
Gm37655,0.035136921,0.025385893,0.004,0,1,,,,,
Hspe1-ps5,0.035136921,0.023263218,0.004,0,1,,,,,
Myef2l,0.035136921,0.019643086,0.004,0,1,,,,,
Tm4sf1,0.035136921,0.025962328,0.004,0,1,,,,,
Gm38186,0.035136921,0.022228013,0.004,0,1,,,,,
Slc39a8,0.035136921,0.025120287,0.004,0,1,,,,,
Gm12454,0.035136921,0.022429805,0.004,0,1,,,,,
Sytl1,0.035136921,0.025948432,0.004,0,1,,,,,
Kntc1,0.035136921,0.029168889,0.004,0,1,,,,,
ENSMUSG00000120179,0.035136921,0.037913348,0.004,0,1,,,,,
Tspan11,0.035136921,0.021314677,0.004,0,1,,,,,
Gm45819,0.035136921,0.030044876,0.004,0,1,,,,,
Smim38,0.035136921,0.023382557,0.004,0,1,,,,,
Gm44775,0.035136921,0.025109561,0.004,0,1,,,,,
Gm20946,0.035136921,0.020486437,0.004,0,1,,,,,
Gm16348,0.035136921,0.018954711,0.004,0,1,,,,,
Gm45767,0.035136921,0.021660317,0.004,0,1,,,,,
Dok4,0.035136921,0.026907745,0.004,0,1,,,,,
Gm37200,0.035136921,0.023832185,0.004,0,1,,,,,
Gm47159,0.035136921,0.018242916,0.004,0,1,,,,,
Gm47719,0.035136921,0.037579854,0.004,0,1,,,,,
Marveld2,0.035136921,0.021083847,0.004,0,1,,,,,
Tgm1,0.035136921,0.021975156,0.004,0,1,,,,,
ENSMUSG00000120323,0.035136921,0.020828788,0.004,0,1,,,,,
Gmnc,0.035136921,0.022929691,0.004,0,1,,,,,
ENSMUSG00000121378,0.035136921,0.021144181,0.004,0,1,,,,,
Gm50253,0.035136921,0.014852544,0.004,0,1,,,,,
Gm15420,0.035136921,0.021531885,0.004,0,1,,,,,
Gm49984,0.035136921,0.042323612,0.004,0,1,,,,,
ENSMUSG00000120137,0.035136921,0.023835892,0.004,0,1,,,,,
4833408A19Rik,0.035136921,0.020726444,0.004,0,1,,,,,
Ap5b1,0.035136921,0.020459509,0.004,0,1,,,,,
Ms4a6c,0.035136921,0.02036155,0.004,0,1,,,,,
Asb11,0.035136921,0.025510731,0.004,0,1,,,,,
Foxd1,0.03518488,0.087060059,0.049,0.032,1,,,,,
Rmnd5a,0.03527489,0.046382744,0.217,0.177,1,,,,,
Lgalsl,0.035321755,0.087627212,0.057,0.039,1,,,,,
Sall3,0.035333194,0.062576423,0.234,0.191,1,,,,,
Septin3,0.035341134,-0.145901791,0.049,0.068,1,,,,,
Itga9,0.035449023,0.1136049,0.024,0.013,1,,,,,
Mga,0.035468753,0.066254679,0.233,0.194,1,,,,,
St6gal1,0.035492469,0.163012341,0.359,0.313,1,,,,,
Srsf11,0.035498258,0.083380547,0.352,0.297,1,,,,,
Ankrd44,0.035506244,0.140224723,0.053,0.036,1,,,,,
Spg21,0.035596329,0.095518728,0.037,0.023,1,,,,,
Asxl2,0.035620865,0.082853351,0.293,0.243,1,,,,,
Stmn1,0.035623753,-0.182387851,0.36,0.378,1,,,,,
Cyrib,0.035716333,-0.22027572,0.379,0.393,1,,,,,
Jpx,0.035790983,0.06542987,0.117,0.09,1,,,,,
Pacsin3,0.035827408,0.050499611,0.065,0.045,1,,,,,
A830082N09Rik,0.035854428,0.043579441,0.026,0.014,1,,,,,
Heatr5a,0.035903385,0.081309252,0.067,0.047,1,,,,,
Gm42819,0.035959294,0.050618837,0.024,0.013,1,,,,,
Vps8,0.035964862,0.064399611,0.144,0.113,1,,,,,
Rpl10a,0.035972195,0.067706278,0.141,0.11,1,,,,,
Rnf144a,0.036075966,-0.203805361,0.123,0.146,1,,,,,
Gda,0.036088448,-0.162181823,0.056,0.075,1,,,,,
Gm45871,0.036104937,0.082262196,0.051,0.034,1,,,,,
Cluap1,0.036110593,0.070514039,0.071,0.05,1,,,,,
Slc17a7,0.03616079,-0.171519841,0.154,0.178,1,,,,,
Duxbl1,0.036179892,0.057102072,0.024,0.013,1,,,,,
Kcnk2,0.036198763,-0.181681166,0.318,0.346,1,,,,,
Gm11099,0.036220389,-0.068187781,0.011,0.021,1,,,,,
Samd5,0.036224151,0.064721307,0.094,0.07,1,,,,,
Upf3b,0.036230424,0.087437395,0.154,0.122,1,,,,,
H2-Ke6,0.036244362,0.075675924,0.038,0.023,1,,,,,
Fez2,0.036264755,0.07835404,0.077,0.056,1,,,,,
Rcsd1,0.036320916,0.043656422,0.03,0.017,1,,,,,
Gm30075,0.036417336,0.062337384,0.035,0.021,1,,,,,
Tpi1,0.036429893,-0.175983392,0.186,0.21,1,,,,,
Ugdh,0.036457846,0.105543797,0.053,0.036,1,,,,,
S100a1,0.036479075,0.079575306,0.083,0.061,1,,,,,
Nceh1,0.036490749,-0.203659054,0.08,0.101,1,,,,,
Ccl27a,0.03661371,-0.139016394,0.057,0.077,1,,,,,
Cttnbp2,0.036619806,0.083916771,0.245,0.204,1,,,,,
Srp72,0.036709151,0.062425214,0.116,0.089,1,,,,,
Snrnp70,0.036734852,0.098910978,0.721,0.662,1,,,,,
Acbd4,0.036736246,-0.122259517,0.041,0.058,1,,,,,
Gm44758,0.036736437,0.047777874,0.024,0.013,1,,,,,
Ube4a,0.036775061,0.061605018,0.166,0.132,1,,,,,
Cep95,0.036793556,0.101714069,0.123,0.097,1,,,,,
Zkscan2,0.036933894,0.068929682,0.1,0.076,1,,,,,
Trdmt1,0.036954429,0.074834404,0.037,0.023,1,,,,,
Gm44777,0.036989252,0.045327648,0.024,0.013,1,,,,,
Cnot3,0.037028515,0.057362056,0.141,0.11,1,,,,,
Arxes1,0.037047872,0.073758405,0.029,0.017,1,,,,,
Ei24,0.037054427,0.071203378,0.101,0.076,1,,,,,
Dpcd,0.037058852,-0.132720826,0.045,0.063,1,,,,,
Bbs9,0.037121629,0.092829583,0.166,0.133,1,,,,,
ENSMUSG00000121411,0.037134743,0.101503843,0.023,0.012,1,,,,,
Aspm,0.037144441,-0.04069582,0.004,0.01,1,,,,,
Sgk1,0.037159222,0.110304009,0.046,0.03,1,,,,,
2900052L18Rik,0.03718913,0.100107668,0.205,0.17,1,,,,,
Mief1,0.037214572,0.06078231,0.062,0.043,1,,,,,
E330011O21Rik,0.03721977,0.042000664,0.006,0.001,1,,,,,
Gm43909,0.037262914,0.044690958,0.006,0.001,1,,,,,
Ctnna3,0.037262985,0.148957186,0.058,0.04,1,,,,,
Gm44967,0.037306101,0.033585962,0.006,0.001,1,,,,,
Gm44706,0.037392602,0.027957871,0.006,0.001,1,,,,,
Gm44668,0.037435917,0.034224306,0.006,0.001,1,,,,,
ENSMUSG00000121123,0.037435917,0.030989641,0.006,0.001,1,,,,,
Gm9378,0.037435917,0.022974747,0.006,0.001,1,,,,,
Hebp1,0.037464134,0.057253765,0.049,0.032,1,,,,,
Nr6a1os,0.037466582,0.126698661,0.091,0.069,1,,,,,
Tekt4,0.037479275,0.028152906,0.006,0.001,1,,,,,
Tmem176a,0.037497394,0.080259696,0.044,0.029,1,,,,,
4930443O20Rik,0.037522675,0.03254163,0.006,0.001,1,,,,,
ENSMUSG00000121125,0.037522675,0.026886648,0.006,0.001,1,,,,,
Gm36283,0.037522675,0.033504069,0.006,0.001,1,,,,,
Gm37390,0.037566118,0.026729302,0.006,0.001,1,,,,,
Rab27a,0.037566118,0.033431627,0.006,0.001,1,,,,,
Zbtb3,0.037566118,0.035282263,0.006,0.001,1,,,,,
Gm14437,0.037609603,0.026673512,0.006,0.001,1,,,,,
9530034E10Rik,0.037609603,0.021999686,0.006,0.001,1,,,,,
Gm43795,0.037609603,0.029915731,0.006,0.001,1,,,,,
Gpr4,0.037609603,0.032033457,0.006,0.001,1,,,,,
Hbb-bt,0.037609603,0.023078186,0.006,0.001,1,,,,,
Gm3764,0.037628886,-0.063428852,0.777,0.834,1,,,,,
5730419F03Rik,0.037690024,0.052266645,0.009,0.003,1,,,,,
Tctn1,0.037722703,0.067195172,0.037,0.023,1,,,,,
A230059L01Rik,0.03772351,0.042525585,0.009,0.003,1,,,,,
Gm26839,0.037759277,-0.033962635,0.004,0.01,1,,,,,
Gm16552,0.037759915,0.069644572,0.092,0.069,1,,,,,
Gm44321,0.037824117,0.037083431,0.009,0.003,1,,,,,
Necab1,0.037834293,0.123694945,0.062,0.043,1,,,,,
Podn,0.037857704,0.054198876,0.009,0.003,1,,,,,
Shld2,0.037870047,0.081201414,0.066,0.046,1,,,,,
Acat2,0.037915316,-0.120783788,0.053,0.072,1,,,,,
Tmco3,0.03791647,0.041483637,0.108,0.082,1,,,,,
Efcab15,0.037992303,0.037576067,0.009,0.003,1,,,,,
Gm14330,0.038026017,0.035917366,0.009,0.003,1,,,,,
Bbc3,0.038026017,0.030185281,0.009,0.003,1,,,,,
Ccnk,0.038041274,0.103837814,0.067,0.048,1,,,,,
Mob1a,0.038110324,0.075483222,0.051,0.034,1,,,,,
Gm38057,0.03812731,0.029266506,0.009,0.003,1,,,,,
Gm11510,0.038134958,0.050090368,0.023,0.012,1,,,,,
Nfe2l2,0.03816441,0.071270773,0.149,0.118,1,,,,,
Tmem62,0.038181882,0.097257256,0.053,0.036,1,,,,,
Taf3,0.038211707,0.053402541,0.135,0.105,1,,,,,
Trnt1,0.038269306,0.041273866,0.057,0.039,1,,,,,
Tmem161b,0.038290367,0.099757632,0.212,0.174,1,,,,,
Fam126a,0.038295597,-0.161159164,0.076,0.097,1,,,,,
Rcn2,0.038311296,0.044967486,0.254,0.21,1,,,,,
Klhl18,0.038340274,0.086522249,0.066,0.047,1,,,,,
Lingo1,0.038360174,-0.235393678,0.095,0.117,1,,,,,
Rraga,0.038370416,0.114881707,0.079,0.058,1,,,,,
6030407O03Rik,0.03840626,0.138650773,0.021,0.01,1,,,,,
Ndel1,0.038460207,0.096858393,0.127,0.1,1,,,,,
Mthfd1,0.038481012,0.048537286,0.082,0.06,1,,,,,
Adipor2,0.038481605,0.101478931,0.121,0.095,1,,,,,
Gm8189,0.038549167,0.119414367,0.064,0.045,1,,,,,
Stam2,0.038619862,0.035356229,0.099,0.074,1,,,,,
Atp2b4,0.038655395,-0.173406832,0.072,0.092,1,,,,,
Ncoa3,0.038669606,0.084996498,0.1,0.076,1,,,,,
Sec24c,0.038719162,0.074937571,0.064,0.045,1,,,,,
Dlg1,0.038762422,0.088252663,0.377,0.328,1,,,,,
Pgbd5,0.038836475,0.067560312,0.032,0.019,1,,,,,
Ikzf2,0.038881238,0.097200343,0.197,0.161,1,,,,,
Larp6,0.038929838,0.086587021,0.021,0.01,1,,,,,
Rgs2,0.038951337,0.098738558,0.021,0.01,1,,,,,
Faim2,0.038982368,-0.192054385,0.087,0.109,1,,,,,
Zfp804a,0.039032987,-0.104458044,0.022,0.035,1,,,,,
Ppm1m,0.039035174,0.084834331,0.061,0.043,1,,,,,
Katnal2,0.039084364,-0.11655825,0.024,0.037,1,,,,,
Epha3,0.039114141,0.10716404,0.043,0.028,1,,,,,
Trerf1,0.039186967,0.040288823,0.259,0.214,1,,,,,
Plppr5,0.039213355,0.128085157,0.035,0.022,1,,,,,
Gigyf2,0.039292134,0.135002299,0.278,0.236,1,,,,,
Chst9,0.039352952,-0.131107603,0.066,0.087,1,,,,,
AA536875,0.039388962,0.061833961,0.044,0.029,1,,,,,
Gm15478,0.039389339,-0.131350266,0.039,0.056,1,,,,,
Ccdc73,0.039416334,0.040189879,0.078,0.057,1,,,,,
Gm15398,0.03948593,-0.111862828,0.042,0.059,1,,,,,
Gspt1,0.03949292,0.037763903,0.15,0.117,1,,,,,
Ercc5,0.039526585,0.040256306,0.105,0.079,1,,,,,
Ppp2r2b,0.039555189,-0.110395882,0.643,0.661,1,,,,,
Exoc7,0.039617705,0.093103109,0.105,0.08,1,,,,,
Msrb1,0.039620116,0.056001835,0.028,0.016,1,,,,,
Gas6,0.039656582,0.05802974,0.083,0.061,1,,,,,
Taf9b,0.039666471,0.056652453,0.021,0.01,1,,,,,
Colec12,0.039691101,0.343798849,0.124,0.1,1,,,,,
Gm13844,0.039710168,0.064918358,0.021,0.01,1,,,,,
Nckap5,0.039791032,-0.126382501,0.656,0.681,1,,,,,
Dnah14,0.039834267,-0.125292932,0.027,0.041,1,,,,,
ENSMUSG00000120023,0.039880545,0.078024346,0.198,0.163,1,,,,,
Ctnnbip1,0.039926987,0.077972903,0.154,0.122,1,,,,,
Soat1,0.039943341,0.074248051,0.237,0.197,1,,,,,
Rnf31,0.039951235,0.054355085,0.021,0.01,1,,,,,
Fmo5,0.040023612,0.07614475,0.046,0.03,1,,,,,
Gm14399,0.040073842,0.041791946,0.058,0.04,1,,,,,
Dnajc14,0.040155039,0.074017249,0.04,0.025,1,,,,,
Bdh1,0.040343677,0.033856783,0.101,0.076,1,,,,,
Calb2,0.040369432,0.076577484,0.031,0.018,1,,,,,
Gm42659,0.040398906,0.066856787,0.019,0.01,1,,,,,
Zfp112,0.040502172,0.071399013,0.055,0.037,1,,,,,
Elob,0.040593175,0.061659353,0.167,0.134,1,,,,,
Cdkn2aip,0.040676429,0.060069544,0.04,0.025,1,,,,,
Pbxip1,0.040682546,-0.21960935,0.199,0.222,1,,,,,
Mroh7,0.04069276,-0.113741474,0.033,0.048,1,,,,,
Nckap1,0.040803639,0.0852228,0.498,0.438,1,,,,,
Abcc8,0.040818854,-0.057554548,0.004,0.011,1,,,,,
Arid4b,0.040827244,0.089774984,0.298,0.252,1,,,,,
Smndc1,0.040840951,0.084662276,0.068,0.049,1,,,,,
