"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903540","establishment of protein localization to postsynaptic membrane","4/239","21/28943",2.42991199403154e-05,0.00164957889231187,0.00129169005998519,"Snap25/Grip1/Vamp2/Arhgap44",4
"GO:0032411","positive regulation of transporter activity","8/239","143/28943",2.62230359692989e-05,0.00174062685422879,0.00136298446605338,"Calm1/Calm2/Slc25a4/Atp1b1/Cfl1/Akap7/Tesc/Arc",8
"GO:0032516","positive regulation of phosphoprotein phosphatase activity","4/239","22/28943",2.95067979781275e-05,0.00187525118214185,0.00146840101024411,"Calm1/Calm2/Hsp90ab1/Magi2",4
"GO:0098877","neurotransmitter receptor transport to plasma membrane","4/239","22/28943",2.95067979781275e-05,0.00187525118214185,0.00146840101024411,"Snap25/Grip1/Vamp2/Arhgap44",4
"GO:0043270","positive regulation of ion transport","12/239","343/28943",3.14763968153641e-05,0.00194641139906031,0.00152412247060491,"Calm1/Calm2/Cck/Pcp4/Atp1b1/Rtn4/Cfl1/Grin1/Akap7/Tesc/Slc6a1/Arc",12
"GO:0048168","regulation of neuronal synaptic plasticity","6/239","73/28943",3.19297484278391e-05,0.00194641139906031,0.00152412247060491,"Rab3a/Egr1/Rims1/Grin1/Cpeb1/Arc",6
"GO:0034643","establishment of mitochondrion localization, microtubule-mediated","4/239","24/28943",4.23099418662287e-05,0.00247803522263578,0.001940406415413,"Ubb/Agbl4/Uchl1/Map1b",4
"GO:0047497","mitochondrion transport along microtubule","4/239","24/28943",4.23099418662287e-05,0.00247803522263578,0.001940406415413,"Ubb/Agbl4/Uchl1/Map1b",4
"GO:0043266","regulation of potassium ion transport","7/239","114/28943",4.6610157648822e-05,0.0026773950172506,0.00209651356873851,"Atp1b1/Kcnip4/Vamp2/Kcnip1/Ywhae/Akap7/Kcnab1",7
"GO:1903320","regulation of protein modification by small protein conjugation or removal","10/239","252/28943",5.0847934135423e-05,0.00283530097074837,0.00222016061071763,"Ppia/Hsp90ab1/Ubb/Hspa5/Hsp90aa1/Egr1/Dnaja1/Prkn/Ubr5/Rchy1",10
"GO:0031334","positive regulation of protein-containing complex assembly","9/239","203/28943",5.16959371560093e-05,0.00283530097074837,0.00222016061071763,"Cck/Fmn1/Hsp90aa1/Rims1/Fer/Map1b/Fchsd2/Rictor/Fnip2",9
"GO:0035307","positive regulation of protein dephosphorylation","5/239","49/28943",5.22067470342017e-05,0.00283530097074837,0.00222016061071763,"Calm1/Calm2/Ppia/Hsp90ab1/Magi2",5
"GO:1903532","positive regulation of secretion by cell","12/239","365/28943",5.7298967569954e-05,0.00305628600234737,0.00239320123948191,"Ppia/Dynll1/Cck/Pcp4/Snap25/Rab3a/Rtn4/Camk2n1/Prkn/Frmd4a/Cacna1b/Gab2",12
"GO:0016082","synaptic vesicle priming","4/239","26/28943",5.87599656914124e-05,0.00307922837754822,0.00241116608986737,"Snap25/Rab3a/Rims1/Erc2",4
